"Time(CDT)","Access point","SSID","Client","Category","Event type","Details"
"Jul 12 11:57:21","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:18","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:17","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 54, band: 5"""
"Jul 12 11:57:14","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 165, rssi: 42, band: 5"""
"Jul 12 11:57:14","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:57:14","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 11:57:13","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:09","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 165, rssi: 42, band: 5"""
"Jul 12 11:57:08","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:57:07","opdc-ap-1a6","Tyler-Guest","e2:3a:de:8b:af:fa","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:57:05","opdc-ap-1a6","Tyler-Guest","e2:3a:de:8b:af:fa","802.11","802.11 association","""channel: 1, rssi: 44, band: 2"""
"Jul 12 11:57:05","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 165, rssi: 42, band: 5"""
"Jul 12 11:57:05","opdc-ap-1a6","Tyler-Corp","0a:29:e8:8f:f3:69","802.11","802.11 association","""channel: 1, rssi: 38, band: 2"""
"Jul 12 11:57:05","opdc-ap-1a6","Tyler-Corp","0a:29:e8:8f:f3:69","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 11:57:03","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:59","opdc-ap-1a12","Tyler-Corp2","76:e0:5f:c5:7c:40","802.11","802.11 association","""channel: 165, rssi: 42, band: 5"""
"Jul 12 11:56:59","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:57","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:56:56","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:56:55","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 53, band: 5"""
"Jul 12 11:56:50","opdc-ap-1a10","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:50","opdc-ap-1a10","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:50","opdc-ap-1a10","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:56:50","opdc-ap-1a10","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 60, rssi: 37, band: 5"""
"Jul 12 11:56:50","opdc-ap-1a10","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:56:48","opdc-ap-1a15","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 0, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:48","opdc-ap-1a15","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 0, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:48","opdc-ap-1a15","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 0, vap: 1, vlan: 913"""
"Jul 12 11:56:48","opdc-ap-1a15","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 11:56:48","opdc-ap-1a15","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 6, rssi: 40, band: 2"""
"Jul 12 11:56:46","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:45","opdc-ap-1a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 157, rssi: 26, band: 5"""
"Jul 12 11:56:45","opdc-ap-1a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:56:43","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 50, band: 5"""
"Jul 12 11:56:41","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 11:56:41","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 6, rssi: 37, band: 2"""
"Jul 12 11:56:40","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:37","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:37","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:37","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 45, band: 5"""
"Jul 12 11:56:35","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 108, rssi: 39, band: 5"""
"Jul 12 11:56:35","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:56:34","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:34","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:34","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:56:34","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 161, rssi: 47, band: 5"""
"Jul 12 11:56:34","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:56:34","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 11:56:34","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 34, band: 2"""
"Jul 12 11:56:33","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:56:33","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:31","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:30","opdc-ap-2a5","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 100, rssi: 45, band: 5"""
"Jul 12 11:56:28","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 40, band: 2"""
"Jul 12 11:56:18","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:17","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:15","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 35, band: 2"""
"Jul 12 11:56:14","opdc-ap-2a8","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:56:13","opdc-ap-1a7","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 108, rssi: 44, band: 5"""
"Jul 12 11:56:13","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:13","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:56:12","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.11","802.11 association","""channel: 108, rssi: 41, band: 5"""
"Jul 12 11:56:12","opdc-ap-1a7","Tyler-Corp","Robs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:56:12","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:11","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:11","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:11","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:56:11","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 36, rssi: 42, band: 5"""
"Jul 12 11:56:11","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:56:10","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 46, band: 5"""
"Jul 12 11:56:09","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:09","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 48, band: 2"""
"Jul 12 11:56:07","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:07","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:56:07","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:56:07","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 161, rssi: 40, band: 5"""
"Jul 12 11:56:07","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:56:06","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:56:05","opdc-ap-1a12","Tyler-Guest","ae:3d:85:f3:ce:e5","802.11","802.11 association","""channel: 1, rssi: 52, band: 2"""
"Jul 12 11:56:05","opdc-ap-2a8","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 11:56:04","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:04","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:04","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 11:56:03","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:56:01","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 1, rssi: 48, band: 2"""
"Jul 12 11:56:00","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 40, rssi: 51, band: 5"""
"Jul 12 11:56:00","opdc-ap-2a2","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 36, band: 2"""
"Jul 12 11:56:00","opdc-ap-2a15","Tyler-Corp","C02DQ2MQMD6R-3093","802.11","802.11 association","""channel: 52, rssi: 54, band: 5"""
"Jul 12 11:56:00","opdc-ap-2a15","Tyler-Corp","C02DQ2MQMD6R-3093","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:55:59","opdc-ap-2a15","Tyler-Guest","C02DQ2MQMD6R-3093","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:55:59","opdc-ap-2a15","Tyler-Guest","C02DQ2MQMD6R-3093","WPA","WPA deauthentication","""radio: 1, vap: 0, client_mac: 14:7D:DA:CE:8B:60"""
"Jul 12 11:55:57","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:56","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 40, band: 5"""
"Jul 12 11:55:56","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:55:55","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:55:55","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:55:55","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:55:55","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 140, rssi: 49, band: 5"""
"Jul 12 11:55:55","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:55:54","opdc-ap-2a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 33, band: 2"""
"Jul 12 11:55:53","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:55:51","opdc-ap-1a3","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:48","opdc-ap-1a3","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 11, rssi: 31, band: 2"""
"Jul 12 11:55:45","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:42","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:41","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 1, rssi: 50, band: 2"""
"Jul 12 11:55:41","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:41","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.11","802.11 disassociation","""previous authentication expired"""
"Jul 12 11:55:39","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:38","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 11:55:37","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 1, rssi: 45, band: 2"""
"Jul 12 11:55:37","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:35","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 40, rssi: 48, band: 5"""
"Jul 12 11:55:35","opdc-ap-1a2","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 11:55:34","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:34","opdc-ap-2a2","Tyler-Guest","b6:7f:43:71:d0:96","802.11","802.11 association","""channel: 1, rssi: 48, band: 2"""
"Jul 12 11:55:30","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 40, rssi: 47, band: 5"""
"Jul 12 11:55:30","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:26","opdc-ap-2a3","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 40, rssi: 52, band: 5"""
"Jul 12 11:55:20","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:18","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:16","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 association","""channel: 112, rssi: 46, band: 5"""
"Jul 12 11:55:16","opdc-ap-1a11","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:14","opdc-ap-2a5","Tyler-Guest","d6:89:ff:a5:e6:f5","802.11","802.11 association","""channel: 100, rssi: 47, band: 5"""
"Jul 12 11:55:12","opdc-ap-1a11","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 1, rssi: 25, band: 2"""
"Jul 12 11:55:11","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: D4:54:8B:5F:D1:AB"""
"Jul 12 11:55:11","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: D4:54:8B:5F:D1:AB"""
"Jul 12 11:55:11","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","RADIUS response","""radio: 1, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 11:55:11","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.11","802.11 association","""channel: 64, rssi: 58, band: 5"""
"Jul 12 11:55:11","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:55:10","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:06","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 6, rssi: 39, band: 2"""
"Jul 12 11:55:03","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:01","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:55:00","opdc-ap-2a14","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 association","""channel: 112, rssi: 44, band: 5"""
"Jul 12 11:54:59","opdc-ap-2a1","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 11:54:58","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:54:58","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:54:57","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 11, rssi: 41, band: 2"""
"Jul 12 11:54:55","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 6, rssi: 53, band: 2"""
"Jul 12 11:54:53","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 association","""channel: 165, rssi: 40, band: 5"""
"Jul 12 11:54:53","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:54:52","opdc-ap-2a15","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:54:50","opdc-ap-1a12","Tyler-Corp","jeffs-iPhone","802.11","802.11 disassociation","""client has left AP"""
"Jul 12 11:54:50","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:54:49","opdc-ap-2a15","Tyler-Guest","aa:e0:f0:dd:28:67","802.11","802.11 association","""channel: 52, rssi: 42, band: 5"""
"Jul 12 11:54:46","opdc-ap-1a8","Tyler-Guest","26:77:88:f5:0f:51","802.11","802.11 association","""channel: 6, rssi: 44, band: 2"""
"Jul 12 11:54:44","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:54:41","opdc-ap-2a12","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 disassociation","""client not responding"""
"Jul 12 11:54:33","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","802.1X authentication","""radio: 0, vap: 1, client_mac: D4:54:8B:5F:D1:AB"""
"Jul 12 11:54:33","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","Successful authentication (EAP success)","""radio: 0, vap: 1, client_mac: D4:54:8B:5F:D1:AB"""
"Jul 12 11:54:33","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","RADIUS response","""radio: 0, vap: 1, group: dot1x-nic-staff-wifi.in"""
"Jul 12 11:54:33","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.11","802.11 association","""channel: 11, rssi: 61, band: 2"""
"Jul 12 11:54:33","opdc-ap-2a6","Tyler-Corp","8Y9K9K3","802.1X","RADIUS response","""radio: 0, vap: 1, group: """
"Jul 12 11:54:32","opdc-ap-2a8","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:54:32","opdc-ap-2a8","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:54:32","opdc-ap-2a8","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:54:32","opdc-ap-2a8","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 56, rssi: 40, band: 5"""
"Jul 12 11:54:32","opdc-ap-2a8","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:54:29","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 disassociation","""client association expired"""
"Jul 12 11:54:26","opdc-ap-2a6","Tyler-Guest","42:bb:fb:e6:d5:b0","802.11","802.11 association","""channel: 11, rssi: 42, band: 2"""
"Jul 12 11:54:18","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:54:18","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:54:18","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
"Jul 12 11:54:18","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.11","802.11 association","""channel: 140, rssi: 53, band: 5"""
"Jul 12 11:54:18","opdc-ap-2a11","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, group: """
"Jul 12 11:54:18","opdc-ap-1a8","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 11:54:15","opdc-ap-2a6","","","Air Marshal","Device Containment","""type: containing_device, ssid: DIRECT-Tyler-Corp2, bssid: B2:52:16:5F:2B:BE"""
"Jul 12 11:54:13","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","802.1X authentication","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:54:13","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","Successful authentication (EAP success)","""radio: 1, vap: 1, client_mac: 9E:1E:2C:CA:08:1A"""
"Jul 12 11:54:13","opdc-ap-2a13","Tyler-Corp","5240030d-832c-4392-bb90-301bdcad198d","802.1X","RADIUS response","""radio: 1, vap: 1, vlan: 913"""
